"","w_geocode","CE01"
"5767","530110413202011",17
"5768","530110413203002",22
"5769","530110413203003",4
"5770","530110413203004",0
"5771","530110413203005",0
"5772","530110413203006",12
"5773","530110413203007",0
"5774","530110413203008",8
"5775","530110413203009",4
"5776","530110413204001",0
"5777","530110413204002",1
"5778","530110413204003",19
"5779","530110413204004",64
"5780","530110413204005",1
"5781","530110413204006",2
"5782","530110413204010",55
"5783","530110413204012",2
"5784","530110413211001",5
"5785","530110413211002",0
"5786","530110413211003",0
"5787","530110413211004",0
"5788","530110413211008",0
"5789","530110413211009",1
"5790","530110413211010",2
"5791","530110413211011",0
"5792","530110413211012",0
"5793","530110413211013",0
"5794","530110413211014",5
"5795","530110413211016",0
"5796","530110413211017",0
"5797","530110413211018",5
"5798","530110413211019",2
"5799","530110413211023",14
"5800","530110413212003",24
"5801","530110413212004",10
"5802","530110413212005",0
"5803","530110413212006",0
"5804","530110413212011",3
"5805","530110413212013",0
"5806","530110413212016",1
"5807","530110413212018",0
"5808","530110413221000",51
"5809","530110413221001",56
"5810","530110413221002",53
"5811","530110413221003",8
"5812","530110413221004",80
"5813","530110413221005",142
"5814","530110413221009",3
"5815","530110413221010",3
"5816","530110413221011",1
"5817","530110413221013",2
"5818","530110413221016",88
"5819","530110413221017",19
"5820","530110413221018",36
"5821","530110413221019",0
"5822","530110413222000",139
"5823","530110413222001",5
"5824","530110413223000",14
"5825","530110413223001",5
"5826","530110413223002",68
"5827","530110413223003",3
"5828","530110413231000",75
"5829","530110413231001",3
"5830","530110413231002",20
"5831","530110413231003",3
"5832","530110413231004",2
"5833","530110413231006",4
"5834","530110413231007",2
"5835","530110413232000",57
"5836","530110413232001",5
"5837","530110413232003",42
"5838","530110413232005",25
"5839","530110413232008",43
"5840","530110413232009",50
"5841","530110413232010",2
"5842","530110413232011",0
"5843","530110413232012",1
"5844","530110413232013",1
"5845","530110413233001",2
"5846","530110413233004",0
"5847","530110413233006",4
"5848","530110413233007",0
"5849","530110413233010",0
"5850","530110413234004",0
"5851","530110413234007",1
"5852","530110413234013",60
"5853","530110413251000",3
"5854","530110413251002",0
"5855","530110413251004",0
"5856","530110413251007",1
"5857","530110413251008",0
"5858","530110413251010",2
"5859","530110413251011",0
"5860","530110413251012",2
"5861","530110413251014",1
"5862","530110413251019",0
"5863","530110413251020",0
"5864","530110413251022",0
"5865","530110413251028",4
"5866","530110413252000",2
"5867","530110413252002",2
"5868","530110413252004",3
"5869","530110413252005",0
"5870","530110413252014",3
"5871","530110413252019",29
"5872","530110413252042",2
"5873","530110413252059",0
"5874","530110413253000",5
"5875","530110413253001",0
"5876","530110413253003",3
"5877","530110413253004",2
"5878","530110413253006",3
"5879","530110413253009",13
"5880","530110413253012",32
"5881","530110413253013",0
"5882","530110413253016",0
"5883","530110413261000",66
"5884","530110413261001",11
"5885","530110413261002",0
"5886","530110413261005",2
"5887","530110413261006",3
"5888","530110413261008",10
"5889","530110413261010",0
"5890","530110413261013",0
"5891","530110413261015",0
"5892","530110413261016",1
"5893","530110413261017",1
"5894","530110413261019",3
"5895","530110413261021",1
"5896","530110413261022",1
"5897","530110413261023",0
"5898","530110413261027",1
"5899","530110413261028",2
"5900","530110413261029",0
"5901","530110413261030",0
"5902","530110413271000",13
"5903","530110413271009",0
"5904","530110413271012",3
"5905","530110413271013",0
"5906","530110413271014",1
"5907","530110413271015",0
"5908","530110413271016",0
"5909","530110413271017",0
"5910","530110413271018",2
"5911","530110413271019",1
"5912","530110413271023",0
"5913","530110413271024",3
"5914","530110413271025",2
"5915","530110413271026",0
"5916","530110413271027",6
"5917","530110413272000",2
"5918","530110413272001",2
"5919","530110413272002",1
"5920","530110413272003",0
"5921","530110413272004",0
"5922","530110413272005",0
"5923","530110413272007",1
"5924","530110413272010",3
"5925","530110413272012",0
"5926","530110413272013",2
"5927","530110413272014",0
"5928","530110413272015",0
"5929","530110413273000",0
"5930","530110413273002",5
"5931","530110413273003",1
"5932","530110413273005",0
"5933","530110413273006",1
"5934","530110413273007",1
"5935","530110413273009",1
"5936","530110413273013",25
"5937","530110413273014",0
"5938","530110413274000",2
"5939","530110413274002",0
"5940","530110413274010",0
"5941","530110413274011",0
"5942","530110413274013",2
"5943","530110413274015",0
"5944","530110413274016",0
"5945","530110413274019",0
"5946","530110413274021",0
"5947","530110413274022",0
"5948","530110413274026",2
"5949","530110413274028",1
"5950","530110413274030",0
"5951","530110413274033",0
"5952","530110413281000",0
"5953","530110413281001",0
"5954","530110413281003",104
"5955","530110413281004",11
"5956","530110413281005",28
"5957","530110413281007",0
"5958","530110413281008",0
"5959","530110413281012",4
"5960","530110413281013",22
"5961","530110413281014",0
"5962","530110413282001",5
"5963","530110413282005",1
"5964","530110413282007",2
"5965","530110413282013",0
"5966","530110413283000",5
"5967","530110413283004",27
"5968","530110413283006",7
"5969","530110413283009",5
"5970","530110413283011",0
"5971","530110413283013",18
"5972","530110413283014",4
"5973","530110413283017",0
"5974","530110413283019",1
"5975","530110413283020",0
"5976","530110413283022",1
"5977","530110413283023",0
"5978","530110413283024",2
"5979","530110413283026",0
"5980","530110413283027",0
"5981","530110413283028",0
"5982","530110413283030",0
"5983","530110413283031",3
"5984","530110413283039",7
"5985","530110413283040",0
"5986","530110413283043",4
"5987","530110413291000",331
"5988","530110413291001",3
"5989","530110413291002",0
"5990","530110413291003",0
"5991","530110413291010",53
"5992","530110413291011",264
"5993","530110413291012",0
"5994","530110413291014",1
"5995","530110413291018",1
"5996","530110413291022",0
"5997","530110413292000",8
"5998","530110413292004",0
"5999","530110413292010",117
"6000","530110413292011",0
"6001","530110413292013",2
"6002","530110413292017",0
"6003","530110413292018",1
"6004","530110413292023",0
"6005","530110413301000",0
"6006","530110413301001",0
"6007","530110413301003",2
"6008","530110413301004",1
"6009","530110413301005",1
"6010","530110413301007",6
"6011","530110413301008",1
"6012","530110413301009",0
"6013","530110413301010",0
"6014","530110413301011",0
"6015","530110413302000",2
"6016","530110413302001",0
"6017","530110413302002",3
"6018","530110413302003",0
"6019","530110413302006",0
"6020","530110413302007",0
"6021","530110413303000",0
"6022","530110413303001",3
"6023","530110413303002",0
"6024","530110413303005",1
"6025","530110413303006",0
"6026","530110413303008",3
"6027","530110413303011",1
"6028","530110413303012",0
"6029","530110413303014",0
"6030","530110413303015",0
"6031","530110413303016",1
"6032","530110413303017",0
"6033","530110413303018",4
"6034","530110413303020",0
"6035","530110413303021",1
"6036","530110413303023",2
"6037","530110413311000",86
"6038","530110413311002",0
"6039","530110413312000",0
"6040","530110413312002",1
"6041","530110413312004",8
"6042","530110413312005",1
"6043","530110413321000",3
"6044","530110413321003",0
"6045","530110413321008",1
"6046","530110413321009",0
"6047","530110413321010",15
"6048","530110413321011",1
"6049","530110413321015",0
"6050","530110413321017",8
"6051","530110413321018",0
"6052","530110413321019",1
"6053","530110413321020",0
"6054","530110413321023",0
"6055","530110413322000",1
"6056","530110413322002",1
"6057","530110413322003",5
"6058","530110413322007",1
"6059","530110413322011",0
"6060","530110413331003",8
"6061","530110413331004",0
"6062","530110413331005",0
"6063","530110413331007",0
"6064","530110413331014",0
"6065","530110413331019",0
"6066","530110413332000",2
"6067","530110413332006",0
"6068","530110413332007",0
"6069","530110413332008",1
"6070","530110413332010",0
"6071","530110413332012",0
"6072","530110413332015",0
"6073","530110414001000",217
"6074","530110414001001",0
"6075","530110414001004",1
"6076","530110414001008",0
"6077","530110414001012",18
"6078","530110414001022",1
"6079","530110414001024",0
"6080","530110414001025",0
"6081","530110414002000",0
"6082","530110414002001",2
"6083","530110414002004",2
"6084","530110414002006",14
"6085","530110414002009",0
"6086","530110414002011",2
"6087","530110414002012",1
"6088","530110414002017",0
"6089","530110414002020",0
"6090","530110414002022",1
"6091","530110414002024",1
"6092","530110414002031",0
"6093","530110414002033",1
"6094","530110414003000",3
"6095","530110414003001",1
"6096","530110414003002",2
"6097","530110414003003",3
"6098","530110414003004",1
"6099","530110414003005",0
"6100","530110414003006",0
"6101","530110414003007",2
"6102","530110414003010",2
"6103","530110414003012",6
"6104","530110414003015",0
"6105","530110414003016",1
"6106","530110414003018",0
"6107","530110414003021",5
"6108","530110414003030",1
"6109","530110414003044",7
"6110","530110414003045",7
"6111","530110414003054",21
"6112","530110415001001",3
"6113","530110415001002",2
"6114","530110415001004",3
"6115","530110415001006",0
"6116","530110415001010",18
"6117","530110415001011",4
"6118","530110415001012",0
"6119","530110415001016",17
"6120","530110415001020",0
"6121","530110415001021",40
"6122","530110415001022",0
"6123","530110415001025",23
"6124","530110415001026",16
"6125","530110415001035",1
"6126","530110415002000",23
"6127","530110415002001",13
"6128","530110415002002",2
"6129","530110415002003",9
"6130","530110415002004",3
"6131","530110415002005",0
"6132","530110415002016",0
"6133","530110415002018",4
"6134","530110415002025",4
"6135","530110415002027",1
"6136","530110415002028",5
"6137","530110415002031",1
"6138","530110415002034",15
"6139","530110415002035",7
"6140","530110415002036",1
"6141","530110415002037",0
"6142","530110415002042",0
"6143","530110415003000",8
"6144","530110415003007",0
"6145","530110415003010",0
"6146","530110415003012",2
"6147","530110415003014",8
"6148","530110415003017",0
"6149","530110415003018",1
"6150","530110415003019",3
"6151","530110415003020",11
"6152","530110415003024",0
"6153","530110415003025",1
"6154","530110415003026",2
"6155","530110415003028",2
"6156","530110415003029",1
"6157","530110415003030",14
"6158","530110415003031",6
"6159","530110415003032",15
"6160","530110415003033",0
"6161","530110415003035",20
"6162","530110415003036",24
"6163","530110415003037",11
"6164","530110415003038",6
"6165","530110415003040",8
"6166","530110415003041",49
"6167","530110415003042",20
"6168","530110415003043",13
"6169","530110415003044",0
"6170","530110416001000",421
"6171","530110416001001",5
"6172","530110416001003",86
"6173","530110416001004",1
"6174","530110416001005",16
"6175","530110416001006",0
"6176","530110416001007",16
"6177","530110416002000",13
"6178","530110416002001",13
"6179","530110416002004",15
"6180","530110416002005",9
"6181","530110416003000",46
"6182","530110416003001",9
"6183","530110416003002",93
"6184","530110416003003",10
"6185","530110416003004",32
"6186","530110416003007",1
"6187","530110416003009",3
"6188","530110416003015",0
"6189","530110417001000",0
"6190","530110417001001",0
"6191","530110417001002",0
"6192","530110417001004",1
"6193","530110417001012",5
"6194","530110417001013",6
"6195","530110417001014",1
"6196","530110417001017",0
"6197","530110417001018",0
"6198","530110417001022",2
"6199","530110417001025",0
"6200","530110417001027",0
"6201","530110417001029",1
"6202","530110417001030",2
"6203","530110417002000",0
"6204","530110417002001",3
"6205","530110417002002",2
"6206","530110417002004",0
"6207","530110417002008",0
"6208","530110417002011",2
"6209","530110417002012",5
"6210","530110417002016",2
"6211","530110417002017",11
"6212","530110417002018",34
"6213","530110417002019",12
"6214","530110417002021",21
"6215","530110417002022",1
"6216","530110417002023",0
"6217","530110417002028",19
"6218","530110418001000",8
"6219","530110418001004",0
"6220","530110418001010",9
"6221","530110418001011",0
"6222","530110418001013",2
"6223","530110418001016",0
"6224","530110418001018",0
"6225","530110418001020",0
"6226","530110418001024",0
"6227","530110418001026",0
"6228","530110418001028",2
"6229","530110418001029",1
"6230","530110418001031",2
"6231","530110418001032",0
"6232","530110418001034",7
"6233","530110418002000",1
"6234","530110418002002",2
"6235","530110418002005",0
"6236","530110418002008",0
"6237","530110418002012",2
"6238","530110418002017",0
"6239","530110418002020",0
"6240","530110418002022",1
"6241","530110418002024",0
"6242","530110418003004",0
"6243","530110418003006",0
"6244","530110418003008",1
"6245","530110418003010",0
"6246","530110418003011",0
"6247","530110418003015",4
"6248","530110418003016",0
"6249","530110418003019",2
"6250","530110418003021",2
"6251","530110418003022",0
"6252","530110418003028",0
"6253","530110418003029",1
"6254","530110418003030",3
"6255","530110418003036",0
"6256","530110418003037",1
"6257","530110418003038",1
"6258","530110418003040",6
"6259","530110418003042",1
"6260","530110419001002",0
"6261","530110419001003",17
"6262","530110419001009",0
"6263","530110419001017",12
"6264","530110419001018",0
"6265","530110419001023",16
"6266","530110419001024",3
"6267","530110419001025",6
"6268","530110419001026",0
"6269","530110419001027",31
"6270","530110419001032",3
"6271","530110419001034",3
"6272","530110419001035",10
"6273","530110419001036",139
"6274","530110419001046",7
"6275","530110419002006",13
"6276","530110419002007",9
"6277","530110419002010",0
"6278","530110419002011",0
"6279","530110419002016",1
"6280","530110419002018",1
"6281","530110419002020",3
"6282","530110419002022",1
"6283","530110419002023",0
"6284","530110419002030",0
"6285","530110419002031",0
"6286","530110419002042",0
"6287","530110419002044",7
"6288","530110419002046",2
"6289","530110420001000",0
"6290","530110420001004",2
"6291","530110420001005",0
"6292","530110420001006",2
"6293","530110420001008",0
"6294","530110420001017",0
"6295","530110420001019",3
"6296","530110420002003",0
"6297","530110420002005",0
"6298","530110420002006",0
"6299","530110420002010",2
"6300","530110420002012",0
"6301","530110420002013",0
"6302","530110420002019",0
"6303","530110421001000",0
"6304","530110421001001",6
"6305","530110421001010",0
"6306","530110421001011",0
"6307","530110421001018",0
"6308","530110421001020",0
"6309","530110421001023",2
"6310","530110421001025",5
"6311","530110421001026",4
"6312","530110421001028",3
"6313","530110421001031",2
"6314","530110421001032",1
"6315","530110421001034",0
"6316","530110421002003",2
"6317","530110421002005",2
"6318","530110421002010",2
"6319","530110421002011",1
"6320","530110421002012",2
"6321","530110421002018",0
"6322","530110421002020",0
"6323","530110421002024",1
"6324","530110421002027",0
"6325","530110421002029",0
"6326","530110421002034",1
"6327","530110421002035",19
"6328","530110421002042",0
"6329","530110421002044",0
"6330","530110421002045",0
"6331","530110421002049",0
"6332","530110423001000",1
"6333","530110423001002",17
"6334","530110423001003",6
"6335","530110423001007",1
"6336","530110423001009",0
"6337","530110423001010",0
"6338","530110423001015",0
"6339","530110423001016",0
"6340","530110423001018",1
"6341","530110423001021",3
"6342","530110423001025",2
"6343","530110423001026",0
"6344","530110423001027",3
"6345","530110423001028",1
"6346","530110423001031",0
"6347","530110423001032",0
"6348","530110423001033",12
"6349","530110423001035",0
"6350","530110423001036",2
"6351","530110423001040",4
"6352","530110423001041",0
"6353","530110423001042",11
"6354","530110423001043",0
"6355","530110423002000",21
"6356","530110423002002",5
"6357","530110423002009",13
"6358","530110423002010",19
"6359","530110423002016",0
"6360","530110423002019",1
"6361","530110423002020",29
"6362","530110423002021",0
"6363","530110423002022",1
"6364","530110423002023",1
"6365","530110423002024",0
"6366","530110423002026",0
"6367","530110423002028",0
"6368","530110423002034",1
"6369","530110423002038",10
"6370","530110423002039",0
"6371","530110423002040",1
"6372","530110423002041",36
"6373","530110423002042",3
"6374","530110423002043",13
"6375","530110423002044",2
"6376","530110423002045",2
"6377","530110423002046",2
"6378","530110423002048",1
"6379","530110423002050",16
"6380","530110423002051",38
"6381","530110423002052",1
"6382","530110423002054",9
"6383","530110423002055",5
"6384","530110423002056",0
"6385","530110423002057",200
"6386","530110423002058",5
"6387","530110423002059",0
"6388","530110423002060",86
"6389","530110423002061",16
"6390","530110423002062",22
"6391","530110424001000",33
"6392","530110424001002",0
"6393","530110424001003",4
"6394","530110424001004",2
"6395","530110424001005",0
"6396","530110424001006",0
"6397","530110424001007",10
"6398","530110424001009",5
"6399","530110424001013",8
"6400","530110424001014",1
"6401","530110424001015",0
"6402","530110424001016",12
"6403","530110424001017",12
"6404","530110424001018",2
"6405","530110424001019",5
"6406","530110424001020",10
"6407","530110424001021",1
"6408","530110424001023",5
"6409","530110424001024",11
"6410","530110424001025",2
"6411","530110424001026",43
"6412","530110424001027",7
"6413","530110424001028",11
"6414","530110424001029",1
"6415","530110424001030",0
"6416","530110424001031",0
"6417","530110424001032",3
"6418","530110424001033",2
"6419","530110424001034",3
"6420","530110424001035",8
"6421","530110424001037",10
"6422","530110424001038",13
"6423","530110424001039",17
"6424","530110424001041",5
"6425","530110424001043",1
"6426","530110424002000",3
"6427","530110424002001",8
"6428","530110424002003",47
"6429","530110424002004",0
"6430","530110424002006",2
"6431","530110424002011",20
"6432","530110424002013",8
"6433","530110424002014",2
"6434","530110424002015",11
"6435","530110424002016",86
"6436","530110424002017",4
"6437","530110424002018",19
"6438","530110424002019",6
"6439","530110425001001",0
"6440","530110425001002",0
"6441","530110425001003",0
"6442","530110425001005",1
"6443","530110425001006",7
"6444","530110425001007",16
"6445","530110425001008",0
"6446","530110425001015",2
"6447","530110425001016",6
"6448","530110425001017",30
"6449","530110425001018",12
"6450","530110425001021",2
"6451","530110425001024",1
"6452","530110425001028",0
"6453","530110425002000",1
"6454","530110425002001",0
"6455","530110425002002",3
"6456","530110425002003",0
"6457","530110425002007",17
"6458","530110425002008",16
"6459","530110425002009",5
"6460","530110425002010",1
"6461","530110425002011",2
"6462","530110425002012",8
"6463","530110425002013",6
"6464","530110425002014",3
"6465","530110425002015",5
"6466","530110425002016",1
"6467","530110425002017",0
"6468","530110425002018",4
"6469","530110425002020",0
"6470","530110425002022",4
"6471","530110425002023",2
"6472","530110425002028",26
"6473","530110425002032",15
"6474","530110425002033",3
"6475","530110425002034",4
"6476","530110425002035",2
"6477","530110425002036",1
"6478","530110425002037",4
"6479","530110425002038",6
"6480","530110425002039",3
"6481","530110425002040",1
"6482","530110425002041",3
"6483","530110425002042",0
"6484","530110425002043",229
"6485","530110425002044",8
"6486","530110425002045",1
"6487","530110425002046",0
"6488","530110425002048",10
"6489","530110425002049",2
"6490","530110425002050",29
"6491","530110425002051",11
"6492","530110425002052",15
"6493","530110425002053",21
"6494","530110425002054",6
"6495","530110425002055",6
"6496","530110425002056",6
"6497","530110425002057",11
"6498","530110425002059",6
"6499","530110425002060",2
"6500","530110425002061",5
"6501","530110426001000",11
"6502","530110426001001",257
"6503","530110426001003",0
"6504","530110426001004",0
"6505","530110426001005",1
"6506","530110426001009",8
"6507","530110426001010",2
"6508","530110426001012",2
"6509","530110426001013",4
"6510","530110426001015",2
"6511","530110426001017",4
"6512","530110426001018",10
"6513","530110426001019",1
"6514","530110426001020",18
"6515","530110426001024",2
"6516","530110426001028",45
"6517","530110426002000",4
"6518","530110426002002",3
"6519","530110426002003",5
"6520","530110426002007",0
"6521","530110426002008",14
"6522","530110426002009",3
"6523","530110426002011",2
"6524","530110426002014",0
"6525","530110426002017",0
"6526","530110426002018",1
"6527","530110426002019",11
"6528","530110426002020",5
"6529","530110426002022",6
"6530","530110426002024",8
"6531","530110426002025",8
"6532","530110426002026",2
"6533","530110426002027",9
"6534","530110426002028",0
"6535","530110426002030",4
"6536","530110426002034",0
"6537","530110426002035",0
"6538","530110426002039",0
"6539","530110426002043",18
"6540","530110426002044",1
"6541","530110426003000",0
"6542","530110426003001",3
"6543","530110426003002",8
"6544","530110426003003",26
"6545","530110426003004",201
"6546","530110426003007",6
"6547","530110426003009",24
"6548","530110426003011",0
"6549","530110426003012",0
"6550","530110426003013",6
"6551","530110426003014",0
"6552","530110426003015",1
"6553","530110426003022",4
"6554","530110426003027",6
"6555","530110426003028",27
"6556","530110426003029",1
"6557","530110426003032",26
"6558","530110426003033",13
"6559","530110426003034",3
"6560","530110426003038",59
"6561","530110426003039",2
"6562","530110426003040",1
"6563","530110426003041",7
"6564","530110426003045",3
"6565","530110426003046",0
"6566","530110426003047",21
"6567","530110426003056",0
"6568","530110426003058",0
"6569","530110426003059",0
"6570","530110426003061",0
"6571","530110427001000",10
"6572","530110427001001",14
"6573","530110427001002",8
"6574","530110427001003",5
"6575","530110427001004",3
"6576","530110427001005",36
"6577","530110427002000",12
"6578","530110427002001",10
"6579","530110427002002",29
"6580","530110427002004",2
"6581","530110427002005",1
"6582","530110427003000",3
"6583","530110427003001",0
"6584","530110427003002",0
"6585","530110427003003",0
"6586","530110428001000",10
"6587","530110428001001",65
"6588","530110428001005",0
"6589","530110428001006",0
"6590","530110428001013",1
"6591","530110428001014",2
"6592","530110428001016",5
"6593","530110428001025",0
"6594","530110428001026",1
"6595","530110428001027",3
"6596","530110428001030",2
"6597","530110428001031",2
"6598","530110428001032",0
"6599","530110428001033",1
"6600","530110428001034",2
"6601","530110428001036",0
"6602","530110428001037",0
"6603","530110428002000",9
"6604","530110428002002",2
"6605","530110428002003",3
"6606","530110428002004",0
"6607","530110428002005",2
"6608","530110428002006",20
"6609","530110428002007",24
"6610","530110428002008",18
"6611","530110428002009",0
"6612","530110428002011",2
"6613","530110428002013",0
"6614","530110428002015",0
"6615","530110428002016",0
"6616","530110428002021",0
"6617","530110429001001",0
"6618","530110429001003",1
"6619","530110429001005",1
"6620","530110429001008",0
"6621","530110429001009",1
"6622","530110429001011",4
"6623","530110429002000",73
"6624","530110429002001",1
"6625","530110429002002",3
"6626","530110429002003",1
"6627","530110429002010",2
"6628","530110429002011",3
"6629","530110429002012",2
"6630","530110429002014",0
"6631","530110430001000",0
"6632","530110430001001",2
"6633","530110430001004",1
"6634","530110430001007",0
"6635","530110430001008",1
"6636","530110430001009",0
"6637","530110430001010",2
"6638","530110430001012",0
"6639","530110430001014",1
"6640","530110430001016",0
"6641","530110430001021",37
"6642","530110430002000",3
"6643","530110430002004",0
"6644","530110430002007",2
"6645","530110430002008",0
"6646","530110430002011",3
"6647","530110430002017",5
"6648","530110431001002",0
"6649","530110431001003",0
"6650","530110431001004",20
"6651","530110431001006",1
"6652","530110431001007",2
"6653","530110431001022",0
"6654","530110431002000",1
"6655","530110431002007",1
"6656","530110431002009",0
"6657","530110431002011",1
"6658","530110431002012",0
"6659","530110431002014",0
"6660","530110431002019",1
"6661","530110431002020",0
"6662","530110431003000",25
"6663","530110431003002",2
"6664","530110431003004",0
"6665","530110431003007",2
"6666","530110431003008",0
"6667","530110431003009",2
"6668","530110431003012",2
"6669","530110431003013",0
"6670","530110431003021",0
"6671","530110431004000",3
"6672","530110431004001",2
"6673","530110431004002",0
"6674","530110431004003",1
"6675","530110431004007",0
"6676","530110431004008",2
"6677","530110431004009",1
"6678","530110431004012",2
"6679","530110431004014",6
"6680","530110431004017",1
"6681","530139602001011",2
"6682","530139602001014",0
"6683","530139602001017",2
"6684","530139602001027",1
"6685","530139602001028",1
"6686","530139602001048",0
"6687","530139602001054",0
"6688","530139602001112",0
"6689","530139602001129",0
"6690","530139602001131",4
"6691","530139602001145",0
"6692","530139602001146",0
"6693","530139602001161",0
"6694","530139602001167",0
"6695","530139602001249",5
"6696","530139602001260",0
"6697","530139602001270",0
"6698","530139602001305",0
"6699","530139602002001",1
"6700","530139602002002",0
"6701","530139602002004",1
"6702","530139602002006",0
"6703","530139602002007",7
"6704","530139602002008",0
"6705","530139602002022",3
"6706","530139602002027",2
"6707","530139602002028",0
"6708","530139602002043",1
"6709","530139602002044",0
"6710","530139602002045",4
"6711","530139602002053",0
"6712","530139602002054",0
"6713","530139602002059",0
"6714","530139602002061",7
"6715","530139602002063",9
"6716","530139602002064",0
"6717","530139602002065",11
"6718","530139602002066",1
"6719","530139602002068",0
"6720","530139602002073",0
"6721","530139602002076",1
"6722","530139602002077",0
"6723","530139602003005",0
"6724","530139602003007",1
"6725","530139602003010",0
"6726","530139602003015",0
"6727","530139602003020",6
"6728","530139602003021",1
"6729","530139602003026",0
"6730","530139602003031",15
"6731","530139602003034",0
"6732","530139602003035",16
"6733","530139602003037",0
"6734","530139602003038",19
"6735","530139602003039",14
"6736","530139602003047",1
"6737","530139602003049",3
"6738","530139602003050",2
"6739","530139602003053",11
"6740","530139602003055",1
"6741","530139602003056",0
"6742","530139602003059",2
"6743","530139602003060",12
"6744","530139602003062",0
"6745","530139602003065",6
"6746","530139602003068",0
"6747","530139602003075",3
"6748","530139602003077",1
"6749","530139602003078",5
"6750","530139602003085",4
"6751","530139602003086",17
"6752","530139602003094",0
"6753","530139602003099",0
"6754","530139602003106",0
"6755","530139602003109",0
"6756","530139602004001",0
"6757","530139602004005",1
"6758","530139602004011",2
"6759","530139602004012",1
"6760","530139602004018",1
"6761","530139602004021",0
"6762","530139602004022",1
"6763","530139602004024",0
"6764","530139602004042",2
"6765","530139602004050",1
"6766","530139602004054",1
"6767","530139602004055",2
"6768","530139602004064",1
"6769","530139602005011",0
"6770","530139602005018",1
"6771","530139602005040",0
"6772","530139602005055",1
"6773","530139602005064",0
"6774","530139602005089",3
"6775","530139602005115",4
"6776","530139602005120",0
"6777","530139602005121",0
"6778","530139602005136",1
"6779","530139602005165",1
"6780","530139602005166",3
"6781","530139602005168",0
"6782","530139602005173",0
"6783","530139602005178",0
"6784","530139602005200",0
"6785","530139602005201",0
"6786","530139602005203",0
"6787","530150003001000",1
"6788","530150003001003",17
"6789","530150003001008",0
"6790","530150003001013",0
"6791","530150003001014",19
"6792","530150003001015",29
"6793","530150003001016",3
"6794","530150003001017",2
"6795","530150003001018",13
"6796","530150003001019",32
"6797","530150003001021",5
"6798","530150003001022",7
"6799","530150003001023",1
"6800","530150003001024",36
"6801","530150003001025",101
"6802","530150003001026",2
"6803","530150003001027",2
"6804","530150003001028",4
"6805","530150003001029",1
"6806","530150003001032",17
"6807","530150003001033",0
"6808","530150003001034",15
"6809","530150003001037",30
"6810","530150003001039",13
"6811","530150003001040",3
"6812","530150003001042",20
"6813","530150003001044",0
"6814","530150003001079",0
"6815","530150003001080",16
"6816","530150003001082",19
"6817","530150003001083",6
"6818","530150003001084",14
"6819","530150003001086",6
"6820","530150004001000",133
"6821","530150004001005",4
"6822","530150004001007",2
"6823","530150004001008",4
"6824","530150004001009",8
"6825","530150004001010",23
"6826","530150004001013",14
"6827","530150004001014",1
"6828","530150004001015",1
"6829","530150004001016",35
"6830","530150004001018",15
"6831","530150004001019",9
"6832","530150004001020",0
"6833","530150004001021",9
"6834","530150004001022",3
"6835","530150004002000",1
"6836","530150004002002",1
"6837","530150004002003",0
"6838","530150004002004",0
"6839","530150004002008",0
"6840","530150004002011",1
"6841","530150004002013",5
"6842","530150004002014",0
"6843","530150004003004",0
"6844","530150004003006",0
"6845","530150004003009",0
"6846","530150004003010",17
"6847","530150004003011",0
"6848","530150004003013",0
"6849","530150004003015",0
"6850","530150004003016",0
"6851","530150004004001",0
"6852","530150004004005",0
"6853","530150004004012",1
"6854","530150004004013",0
"6855","530150004004015",3
"6856","530150004004017",4
"6857","530150004004022",8
"6858","530150004005000",14
"6859","530150004005001",1
"6860","530150004005002",2
"6861","530150004005003",0
"6862","530150004005004",1
"6863","530150004005005",19
"6864","530150004005006",29
"6865","530150004005007",0
"6866","530150004005012",122
"6867","530150005011001",3
"6868","530150005011002",0
"6869","530150005011003",0
"6870","530150005011006",1
"6871","530150005011009",1
"6872","530150005011011",1
"6873","530150005011012",1
"6874","530150005011014",0
"6875","530150005011016",9
"6876","530150005012008",0
"6877","530150005012011",0
"6878","530150005012012",1
"6879","530150005012014",1
"6880","530150005012016",1
"6881","530150005013000",3
"6882","530150005013003",0
"6883","530150005013012",0
"6884","530150005013013",0
"6885","530150005013014",1
"6886","530150005021004",1
"6887","530150005021005",2
"6888","530150005021007",14
"6889","530150005021012",2
"6890","530150005021013",1
"6891","530150005021014",1
"6892","530150005021021",2
"6893","530150005021022",0
"6894","530150005021023",1
"6895","530150005021026",0
"6896","530150005022002",0
"6897","530150005022003",2
"6898","530150005022004",0
"6899","530150005022007",2
"6900","530150005022008",0
"6901","530150005022010",5
"6902","530150005022011",0
"6903","530150005022012",0
"6904","530150005022013",0
"6905","530150005022014",0
"6906","530150005022016",2
"6907","530150005023001",1
"6908","530150005023002",0
"6909","530150005023008",1
"6910","530150005023009",2
"6911","530150005023012",1
"6912","530150005023013",0
"6913","530150005023016",0
"6914","530150005023017",0
"6915","530150005023019",1
"6916","530150005023020",3
"6917","530150005023021",2
"6918","530150005023022",0
"6919","530150006011000",58
"6920","530150006011001",33
"6921","530150006011002",31
"6922","530150006011003",26
"6923","530150006011004",1
"6924","530150006011006",10
"6925","530150006011007",1
"6926","530150006012000",0
"6927","530150006012001",1
"6928","530150006012003",4
"6929","530150006012005",0
"6930","530150006012007",2
"6931","530150006012008",1
